Region,States,14-10-2019,15-10-2019,16-10-2019,17-10-2019,18-10-2019,19-10-2019,20-10-2019
NR,Punjab,146.2,151.2,141.5,138.5,118.8,118.9,110.9
,Haryana,155.4,157.7,157.5,156.1,145.9,142.9,137.5
,Rajasthan,206.5,211.2,213.1,215.5,213.0,208.4,202.2
,Delhi,85.8,86.0,88.3,87.9,86.4,80.7,75.3
,UP,324.6,326.3,330.1,327.3,323.6,316.5,299.3
,Uttarakhand,35.5,36.1,35.8,35.6,35.7,34.9,31.8
,HP,27.4,26.8,28.1,28.1,28.1,27.8,23.7
,J&K,40.8,40.3,38.9,41.3,30.5,39.9,40.0
,Chandigarh,3.8,4.3,3.9,4.2,4.1,3.9,3.3
WR,Chhattisgarh,87.8,87.1,86.8,89.5,83.1,78.2,75.7
,Gujarat,341.8,348.0,357.3,360.1,364.7,362.1,343.1
,MP,181.8,184.5,185.5,187.7,187.1,182.7,168.1
,Maharashtra,438.4,446.6,452.7,458.8,441.8,400.0,368.4
,Goa,12.8,12.8,12.8,12.8,12.8,10.3,10.8
,DD,7.4,7.6,7.7,7.6,7.6,7.7,7.2
,DNH,18.1,18.2,18.3,18.6,18.3,18.2,18.1
,Essar steel,6.3,6.3,5.8,5.3,5.7,5.8,5.9
SR,Andhra Pradesh,165.1,164.4,156.5,152.3,154.9,155.4,149.7
,Telangana,175.4,179.7,180.8,173.4,163.4,147.6,142.9
,Karnataka,160.2,160.7,158.1,161.8,162.5,154.6,138.3
,Kerala,68.7,69.6,67.7,67.4,67.9,67.0,61.8
,Tamil Nadu,301.2,292.1,282.1,266.3,276.9,264.2,249.8
,Pondy,8.2,7.7,7.5,7.4,7.5,6.9,6.6
ER,Bihar,92.9,92.2,93.3,95.0,95.5,88.1,83.8
,DVC,61.3,62.9,64.2,63.8,65.0,63.2,61.6
,Jharkhand,24.2,24.1,24.0,24.7,25.5,24.4,22.3
,Odisha,89.9,84.4,80.8,81.5,81.7,88.0,90.4
,West Bengal,141.5,148.2,141.6,154.3,161.1,164.8,156.5
,Sikkim,0.8,0.9,0.8,0.9,0.9,0.9,0.8
NER,Arunachal Pradesh,2.1,2.1,2.3,2.0,2.1,1.9,2.1
Assam,29.5,29.4,30.0,31.0,30.1,30.2,29.1,
Manipur,2.4,2.5,2.4,2.5,2.6,2.4,2.2,
Meghalaya,5.5,5.6,5.3,5.5,5.4,5.5,6.0,
Mizoram,1.7,1.6,1.7,1.7,1.7,1.7,1.8,
Nagaland,2.1,2.3,2.2,2.2,1.8,1.9,1.9,
Tripura,4.5,4.8,4.6,4.8,4.9,4.6,4.9,
