Region,States,11-03-2019,12-03-2019,13-03-2019,14-03-2019,15-03-2019,16-03-2019,17-03-2019
NR,Punjab,106.3,110.6,111.8,107.5,111.0,116.5,116.9
,Haryana,118.8,122.5,125.2,115.7,118.4,122.6,114.9
,Rajasthan,222.7,230.4,225.0,219.4,218.2,220.9,215.3
,Delhi,61.2,61.4,62.2,61.4,64.2,59.4,57.5
,UP,276.5,280.6,283.1,271.5,278.8,289.1,288.7
,Uttarakhand,34.7,35.7,36.9,35.5,35.7,36.0,33.7
,HP,28.1,28.1,29.9,29.2,29.1,28.0,25.2
,J&K,45.8,45.5,47.3,46.9,45.8,47.1,43.2
,Chandigarh,3.2,3.2,3.3,3.3,3.2,3.1,2.8
WR,Chhattisgarh,96.9,95.5,96.3,94.5,97.5,94.2,91.9
,Gujarat,333.7,334.4,330.9,332.3,334.5,334.3,327.0
,MP,218.8,222.0,219.1,212.2,210.7,212.6,199.5
,Maharashtra,449.1,463.7,459.1,452.8,448.9,451.2,439.0
,Goa,11.6,11.6,11.6,11.6,11.6,10.7,10.7
,DD,7.2,7.5,7.5,7.5,7.4,7.3,7.2
,DNH,18.1,18.6,18.6,18.7,18.2,18.1,18.2
,Essar steel,6.0,6.3,7.0,6.4,5.7,11.3,11.1
SR,Andhra Pradesh,196.6,199.2,198.1,197.4,197.4,196.6,192.0
,Telangana,223.7,220.4,220.9,228.0,229.3,229.4,224.4
,Karnataka,244.2,248.9,247.0,247.8,249.9,242.1,230.0
,Kerala,79.9,80.8,80.7,81.2,80.9,79.8,73.9
,Tamil Nadu,340.7,343.0,340.0,341.4,340.8,339.5,313.3
,Pondy,8.1,8.3,8.2,8.2,8.7,8.1,7.5
ER,Bihar,75.2,75.2,77.2,76.4,78.0,79.4,78.2
,DVC,66.9,68.2,67.6,66.4,63.4,64.6,64.5
,Jharkhand,23.9,24.7,24.1,22.1,20.0,20.8,20.1
,Odisha,88.4,88.8,86.2,86.0,85.5,84.3,81.3
,West Bengal,137.9,148.7,153.4,156.5,143.7,142.6,133.5
,Sikkim,1.5,1.4,1.3,1.3,1.1,1.2,1.1
NER,Arunachal Pradesh,2.2,2.3,2.4,2.3,2.1,2.1,2.1
Assam,24.3,24.2,24.1,24.6,24.7,24.0,23.4,
Manipur,2.5,2.4,2.2,2.4,2.3,2.3,2.6,
Meghalaya,6.3,6.3,6.2,6.1,6.2,6.1,6.1,
Mizoram,1.6,1.7,1.6,1.7,1.6,1.5,1.9,
Nagaland,2.2,1.9,2.1,2.1,2.1,2.0,2.2,
Tripura,3.6,4.0,3.8,3.9,3.9,4.3,4.0,
