Region,States,10-06-2024,11-06-2024,12-06-2024,13-06-2024,14-06-2024,15-06-2024,16-06-2024
NR,Punjab,253.3,261.1,275.0,277.2,287.5,323.0,325.7
,Haryana,252.8,263.2,268.4,273.4,271.9,272.9,268.0
,Rajasthan,352.5,358.0,363.4,365.9,363.2,360.5,361.6
,Delhi,150.4,154.1,157.3,163.5,164.8,158.0,154.8
,UP,625.9,644.2,653.5,655.6,650.1,652.8,650.5
,Uttarakhand,57.6,59.5,59.8,61.6,62.1,61.4,57.6
,HP,37.8,40.7,40.8,40.4,40.3,39.9,37.9
,J&K,54.2,56.4,55.4,52.7,56.1,55.7,58.4
,Chandigarh,7.2,7.9,8.2,8.6,8.6,8.5,8.1
,Railways_NR ISTS,4.1,4.2,4.3,4.1,4.1,4.3,4.3
WR,Chhattisgarh,117.6,120.9,115.8,120.8,120.4,117.9,115.8
,Gujarat,487.4,488.9,488.3,499.1,495.7,495.1,481.2
,MP,271.2,274.7,272.1,269.5,277.0,276.2,270.8
,Maharashtra,517.7,530.1,536.3,539.0,541.4,541.1,524.9
,Goa,13.3,14.4,14.4,13.8,14.1,14.3,13.0
,DNHDDPDCL,29.9,30.6,30.8,30.9,28.9,30.5,29.6
,AMNSIL,16.0,17.4,16.5,16.8,16.4,16.3,17.8
,BALCO,12.5,12.5,12.4,12.4,12.4,12.5,12.5
SR,Andhra Pradesh,201.3,208.6,209.7,208.4,205.5,211.6,214.4
,Telangana,191.1,191.6,190.0,195.6,198.0,200.1,201.0
,Karnataka,184.9,193.3,184.5,184.0,201.0,205.2,200.1
,Kerala,80.9,82.7,83.4,84.3,85.5,86.8,80.7
,Tamil Nadu,337.8,361.5,364.5,369.1,374.9,368.5,353.3
,Pondy,9.1,10.2,10.7,10.5,11.1,11.2,10.5
ER,Bihar,162.0,160.4,166.4,163.5,160.8,156.7,155.2
,DVC,78.4,78.1,77.3,78.4,77.8,77.5,76.1
,Jharkhand,50.4,50.3,50.2,49.2,50.3,47.8,47.4
,Odisha,141.1,139.9,134.5,132.8,129.5,134.6,125.0
,West Bengal,258.6,254.9,246.9,240.7,251.2,250.2,231.6
,Sikkim,1.5,1.5,1.5,1.6,1.6,1.4,1.1
,Railways_ER ISTS,0.2,0.1,0.2,0.1,0.1,0.2,0.2
NER,Arunachal Pradesh,3.1,2.9,3.1,3.2,3.0,2.9,2.7
Assam,44.0,45.8,45.0,42.1,40.0,37.8,34.3,
Manipur,3.4,3.4,3.4,3.3,3.2,3.3,3.2,
Meghalaya,5.5,6.0,6.0,5.8,6.0,5.2,5.1,
Mizoram,1.9,1.8,1.8,1.8,1.9,1.7,1.6,
Nagaland,3.2,3.3,3.2,3.0,2.9,3.0,2.7,
Tripura,5.1,6.3,6.2,5.0,5.1,5.1,5.1,
