Region,States,23-09-2024,24-09-2024,25-09-2024,26-09-2024,27-09-2024,28-09-2024,29-09-2024
NR,Punjab,298.1,321.4,340.1,320.6,281.4,248.0,245.2
,Haryana,245.8,258.4,255.7,236.2,232.0,219.6,206.4
,Rajasthan,329.2,344.8,354.8,347.1,341.1,324.1,318.2
,Delhi,131.3,139.0,140.0,133.6,129.6,116.9,113.4
,UP,543.4,571.0,542.3,486.9,400.8,383.8,399.8
,Uttarakhand,50.4,53.6,51.6,50.1,48.6,47.2,44.1
,HP,38.6,40.0,40.0,36.3,37.1,32.6,32.6
,J&K,54.3,57.1,57.4,55.2,48.3,48.2,49.2
,Chandigarh,7.4,7.9,7.4,6.3,5.7,5.3,5.1
,Railways_NR ISTS,4.1,4.2,4.3,4.1,4.1,4.2,4.2
WR,Chhattisgarh,126.1,119.6,117.1,111.9,107.1,109.9,116.5
,Gujarat,494.4,491.5,471.0,428.7,412.8,392.6,378.9
,MP,271.5,271.9,262.8,254.7,247.1,234.3,237.0
,Maharashtra,536.0,527.2,512.5,503.7,492.8,486.1,484.3
,Goa,14.5,14.3,14.2,14.4,14.3,14.5,13.4
,DNHDDPDCL,30.7,30.3,31.1,31.5,31.3,31.0,30.1
,AMNSIL,10.9,11.6,13.1,14.2,14.8,15.9,16.0
,BALCO,12.6,12.6,12.6,12.6,12.6,12.6,12.7
SR,Andhra Pradesh,223.9,217.3,204.9,205.6,208.6,212.9,212.7
,Telangana,243.2,225.4,213.8,213.6,229.6,247.8,258.4
,Karnataka,248.5,241.6,228.4,227.3,242.4,247.4,220.0
,Kerala,84.5,83.8,85.0,85.2,85.8,86.1,79.7
,Tamil Nadu,381.4,380.8,384.0,388.9,389.8,390.9,352.2
,Pondy,10.6,10.2,10.9,10.7,10.7,10.6,10.0
ER,Bihar,165.6,149.9,131.7,108.9,96.3,100.9,118.0
,DVC,72.7,70.6,71.5,71.1,70.7,71.9,72.9
,Jharkhand,44.5,40.9,38.0,38.2,38.0,40.5,42.1
,Odisha,116.0,118.4,116.8,116.9,118.8,124.0,127.2
,West Bengal,243.0,222.9,195.8,178.0,181.1,195.9,203.9
,Sikkim,1.5,1.4,1.4,1.4,1.2,1.1,1.0
,Railways_ER ISTS,0.2,0.2,0.1,0.2,0.1,0.1,0.1
NER,Arunachal Pradesh,4.4,2.5,2.5,2.6,2.6,2.8,2.8
Assam,52.2,45.6,45.1,36.0,40.1,38.5,37.8,
Manipur,1.1,2.9,2.8,3.3,3.4,2.7,2.7,
Meghalaya,4.3,4.1,4.1,4.2,4.3,4.7,4.5,
Mizoram,2.2,2.3,1.9,1.7,1.9,2.1,1.9,
Nagaland,3.2,3.2,2.8,2.8,3.0,3.0,2.8,
Tripura,6.6,5.4,5.1,5.3,6.1,5.8,6.1,
