Region,States,14-08-2023,15-08-2023,16-08-2023,17-08-2023,18-08-2023,19-08-2023,20-08-2023
NR,Punjab,324.1,305.4,305.6,314.2,315.3,328.4,323.4
,Haryana,247.5,229.8,250.2,262.1,273.1,254.2,246.6
,Rajasthan,341.3,341.5,332.8,342.8,351.8,343.3,325.2
,Delhi,128.9,112.7,134.4,139.1,144.3,138.9,132.8
,UP,521.5,558.6,543.8,552.7,547.5,537.2,548.1
,Uttarakhand,39.9,36.9,43.9,46.0,46.2,49.4,46.5
,HP,29.9,24.9,30.5,33.9,35.3,35.6,31.0
,J&K,47.9,50.5,51.4,52.2,52.2,52.2,51.4
,Chandigarh,6.6,6.0,7.3,7.6,7.7,7.4,6.6
,Railways_NR ISTS,3.2,3.2,3.2,3.3,3.4,3.2,3.2
WR,Chhattisgarh,128.1,130.1,130.7,127.2,114.6,106.8,109.2
,Gujarat,422.3,401.5,427.4,441.9,447.6,458.7,426.8
,MP,269.2,265.8,277.7,274.3,255.8,237.9,235.8
,Maharashtra,551.2,507.3,552.2,564.9,558.7,540.3,518.9
,Goa,13.4,12.1,13.2,13.3,13.4,13.1,12.0
,DNHDDPDCL,29.7,22.6,27.4,30.7,30.7,30.6,29.5
,AMNSIL,18.3,19.6,20.2,18.8,15.6,15.4,18.6
,BALCO,12.4,12.4,12.4,12.4,12.4,12.5,12.4
SR,Andhra Pradesh,233.6,232.5,235.6,237.1,231.6,224.8,225.3
,Telangana,271.9,255.6,265.2,268.6,254.1,210.6,209.7
,Karnataka,268.2,258.0,271.2,282.1,280.1,257.4,236.3
,Kerala,83.4,79.7,83.9,86.5,86.8,83.3,76.7
,Tamil Nadu,333.2,313.8,347.9,366.7,374.5,363.8,344.9
,Pondy,9.8,8.7,8.6,9.9,9.9,9.9,9.6
ER,Bihar,141.7,148.9,148.3,137.3,142.8,143.0,150.0
,DVC,74.6,73.1,74.9,73.3,75.1,75.4,73.9
,Jharkhand,39.7,38.9,39.3,36.4,36.7,38.1,38.9
,Odisha,111.8,118.0,116.5,111.1,109.4,115.9,115.2
,West Bengal,191.3,194.9,210.6,208.2,202.6,205.4,199.7
,Sikkim,1.2,0.7,1.2,1.2,1.2,1.1,0.8
,Railways_ER ISTS*,0.2,0.1,0.2,0.0,0.0,0.2,0.1
NER,Arunachal Pradesh,3.0,2.9,3.0,3.1,3.1,2.8,2.8
Assam,42.7,42.7,42.4,45.7,46.7,44.8,43.6,
Manipur,2.7,3.0,2.5,2.7,2.7,2.8,2.7,
Meghalaya,5.4,5.3,5.4,5.2,5.0,5.1,5.6,
Mizoram,2.0,1.7,1.7,1.9,1.9,2.0,1.9,
Nagaland,2.9,2.9,2.9,3.0,2.8,2.8,3.0,
Tripura,5.2,5.5,5.5,5.0,6.1,6.1,5.8,
ALL INDIA TOTAL,4960.0,4827.5,5030.8,5122.0,5098.5,4960.4,4824.4,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
