Region,States,06-01-2020,07-01-2020,08-01-2020,09-01-2020,10-01-2020,11-01-2020,12-01-2020
NR,Punjab,108.2,112.0,112.6,113.5,113.0,111.8,103.6
,Haryana,125.7,124.7,120.2,126.5,129.7,128.5,114.1
,Rajasthan,240.7,242.6,239.0,231.5,243.4,237.6,240.4
,Delhi,73.8,74.5,74.7,77.5,79.7,72.7,69.3
,UP,294.0,292.3,269.2,276.6,295.1,288.3,288.0
,Uttarakhand,40.4,40.3,40.1,38.0,40.1,40.7,37.2
,HP,30.8,31.3,27.9,28.8,30.2,30.3,28.4
,J&K,52.0,49.9,51.9,53.8,53.2,52.5,47.6
,Chandigarh,4.6,4.7,4.7,4.7,4.6,4.4,4.0
WR,Chhattisgarh,75.2,75.8,74.2,69.7,67.7,72.9,74.7
,Gujarat,318.9,324.5,320.9,317.8,313.9,327.6,326.9
,MP,238.3,242.4,227.7,231.1,236.6,239.8,243.1
,Maharashtra,422.9,437.2,436.9,428.4,427.0,434.1,425.1
,Goa,12.7,11.0,10.4,13.5,13.4,13.6,12.2
,DD,6.9,7.3,7.3,7.2,6.3,7.3,6.9
,DNH,18.6,18.9,18.9,19.0,17.6,18.6,18.8
,Essar steel,5.3,6.5,5.9,5.8,5.8,5.8,5.8
SR,Andhra Pradesh,161.9,161.3,166.8,168.6,171.5,171.3,170.8
,Telangana,201.0,209.3,209.4,212.1,210.3,212.3,210.1
,Karnataka,213.2,215.4,216.7,225.6,226.8,222.3,207.3
,Kerala,73.7,74.4,66.7,73.0,73.4,70.9,63.2
,Tamil Nadu,290.7,291.7,298.3,298.3,298.5,298.1,279.3
,Pondy,7.2,7.4,6.9,6.4,7.3,7.2,6.7
ER,Bihar,80.1,79.7,79.5,70.5,80.2,79.9,82.1
,DVC,62.1,64.3,63.6,62.8,64.9,64.4,64.7
,Jharkhand,24.6,24.2,25.6,23.9,24.4,24.6,24.0
,Odisha,64.2,66.0,64.6,65.2,65.4,65.2,65.0
,West Bengal,106.4,109.1,106.8,109.6,110.9,110.0,103.3
,Sikkim,2.0,2.1,2.1,2.0,2.0,2.0,1.7
NER,Arunachal Pradesh,2.1,2.2,2.1,2.2,2.2,2.4,2.3
Assam,22.6,22.4,22.0,23.0,22.4,23.1,21.6,
Manipur,2.6,2.6,2.6,2.7,2.7,2.7,2.6,
Meghalaya,6.3,6.4,6.5,6.4,6.5,6.3,6.4,
Mizoram,1.8,1.7,1.8,1.8,1.6,1.6,1.5,
Nagaland,2.2,2.2,2.2,2.3,2.2,2.4,2.3,
Tripura,3.3,3.5,3.9,3.4,4.1,3.6,3.5,
