Region,States,18-11-2019,19-11-2019,20-11-2019,21-11-2019,22-11-2019,23-11-2019,24-11-2019
NR,Punjab,100.8,100.0,105.3,104.4,106.3,102.7,98.9
,Haryana,111.4,115.0,114.6,116.7,116.3,114.6,105.6
,Rajasthan,208.2,211.8,214.7,215.5,218.7,220.6,215.0
,Delhi,61.5,62.6,63.6,63.4,64.0,60.4,58.0
,UP,264.6,268.3,266.3,266.6,265.9,260.0,255.2
,Uttarakhand,33.2,34.1,34.1,34.6,34.5,34.7,31.5
,HP,27.3,27.4,27.7,27.9,27.3,28.2,25.7
,J&K,42.5,43.5,43.9,44.4,44.5,43.0,43.7
,Chandigarh,3.3,3.4,3.5,3.4,3.4,3.3,2.9
WR,Chhattisgarh,70.8,70.7,71.1,71.6,72.3,71.2,70.8
,Gujarat,316.8,318.5,318.6,326.4,334.4,331.3,321.7
,MP,232.0,235.2,238.4,240.6,244.0,245.0,246.0
,Maharashtra,421.9,429.8,431.3,433.4,429.8,431.0,417.1
,Goa,12.0,12.0,13.4,13.0,13.0,13.0,11.8
,DD,6.8,7.2,7.4,7.4,7.4,7.4,6.8
,DNH,18.1,18.0,18.3,18.4,18.3,18.3,18.0
,Essar steel,5.7,5.5,5.7,4.8,5.4,5.8,6.0
SR,Andhra Pradesh,175.1,173.8,167.6,168.6,169.6,169.3,167.3
,Telangana,191.5,190.6,194.8,197.2,190.4,177.5,174.0
,Karnataka,180.4,183.5,186.2,186.2,186.4,188.0,176.5
,Kerala,72.1,72.6,71.5,71.6,71.9,72.0,65.8
,Tamil Nadu,282.8,291.4,290.2,279.1,273.6,267.5,244.6
,Pondy,7.2,7.4,7.4,7.2,7.2,6.9,6.3
ER,Bihar,68.6,67.8,67.5,68.2,68.7,67.6,67.8
,DVC,61.8,62.9,63.1,63.7,62.7,61.4,61.4
,Jharkhand,23.8,23.9,24.1,24.3,24.2,24.6,24.1
,Odisha,66.7,73.6,74.9,74.8,74.1,73.8,72.1
,West Bengal,110.8,111.2,114.1,112.6,114.2,113.9,102.9
,Sikkim,1.3,1.5,1.4,1.8,1.9,1.9,1.2
NER,Arunachal Pradesh,2.1,2.1,2.1,2.1,2.0,2.1,2.2
Assam,22.6,23.6,23.2,23.3,23.7,23.3,21.7,
Manipur,2.5,2.6,2.5,2.5,2.4,2.5,2.6,
Meghalaya,5.9,5.9,6.0,6.0,6.0,6.2,6.1,
Mizoram,1.7,1.8,1.9,2.2,1.7,1.8,1.8,
Nagaland,2.3,2.1,2.1,2.3,2.1,2.1,2.1,
Tripura,3.5,3.5,3.5,4.0,3.6,3.6,3.3,
