Region,States,07-09-2020,08-09-2020,09-09-2020,10-09-2020,11-09-2020,12-09-2020,13-09-2020
NR,Punjab,213.7,224.7,240.9,253.4,261.4,260.3,261.4
,Haryana,182.4,192.4,202.5,207.8,211.7,213.1,205.6
,Rajasthan,193.0,198.2,217.3,226.8,227.3,245.1,246.3
,Delhi,104.2,105.9,113.1,114.3,116.7,112.3,110.8
,UP,457.2,468.7,473.2,471.9,474.4,479.1,473.8
,Uttarakhand,41.3,43.5,43.6,43.4,43.8,43.5,40.2
,HP,29.9,32.2,33.1,32.7,32.9,32.8,30.5
,J&K,39.8,45.1,46.4,43.7,47.4,46.4,43.4
,Chandigarh,5.6,5.8,5.9,6.0,6.0,5.8,5.5
WR,Chhattisgarh,94.0,96.2,95.1,92.5,90.4,93.1,96.3
,Gujarat,309.0,321.2,331.0,342.6,340.7,315.3,292.6
,MP,218.1,224.8,229.4,222.5,215.2,216.2,217.5
,Maharashtra,400.6,412.8,420.9,411.9,404.4,398.1,386.6
,Goa,9.3,9.4,9.7,9.6,9.4,9.0,7.8
,DD,6.7,7.0,6.9,7.0,7.1,6.7,6.6
,DNH,17.3,17.6,17.7,17.8,17.6,17.6,17.3
,Essar steel,16.8,16.4,17.3,17.8,17.5,19.6,18.9
SR,Andhra Pradesh,191.5,189.0,190.0,189.2,182.8,171.5,146.5
,Telangana,221.3,226.8,223.6,217.0,198.2,181.0,154.1
,Karnataka,165.6,164.5,159.5,155.3,157.0,149.4,129.9
,Kerala,62.5,66.1,65.6,63.2,61.8,60.3,54.9
,Tamil Nadu,266.5,279.1,281.1,272.2,280.3,280.2,247.0
,Pondy,8.1,8.2,7.8,7.5,7.6,7.5,6.9
ER,Bihar,117.9,115.8,118.5,119.8,116.4,117.8,119.0
,DVC,62.0,62.8,62.3,64.4,66.7,68.1,65.7
,Jharkhand,27.6,27.5,27.5,29.2,29.1,28.8,29.9
,Odisha,88.8,86.8,86.4,85.8,88.2,88.6,88.3
,West Bengal,162.6,168.4,175.1,174.8,169.4,171.8,167.9
,Sikkim,1.2,1.2,1.2,1.0,1.1,1.1,0.9
NER,Arunachal Pradesh,2.1,2.2,2.1,2.3,2.1,2.2,2.2
Assam,30.8,32.2,35.1,35.7,36.0,35.4,33.6,
Manipur,2.6,2.8,2.4,2.5,2.9,3.0,2.5,
Meghalaya,5.3,5.5,5.7,5.7,5.9,5.8,5.8,
Mizoram,1.7,1.7,1.7,1.7,1.7,1.7,1.7,
Nagaland,2.6,2.4,2.4,2.4,2.5,2.5,2.2,
Tripura,5.1,5.4,5.2,5.0,4.9,5.1,4.7,
