Region,States,08-07-2024,09-07-2024,10-07-2024,11-07-2024,12-07-2024,13-07-2024,14-07-2024
NR,Punjab,307.7,322.2,324.6,334.4,320.8,325.8,346.2
,Haryana,236.8,255.6,271.1,288.1,275.5,268.1,264.0
,Rajasthan,289.6,295.4,316.5,317.9,295.0,296.3,298.8
,Delhi,119.6,125.7,132.5,144.9,140.5,131.1,131.4
,UP,467.2,523.0,534.9,540.8,540.3,538.0,552.8
,Uttarakhand,39.6,46.3,50.3,52.5,51.9,51.5,49.7
,HP,36.3,39.4,40.3,40.1,39.1,38.8,36.3
,J&K,54.0,52.1,54.9,54.3,49.8,51.3,53.7
,Chandigarh,7.0,7.7,7.9,8.4,7.6,7.1,7.2
,Railways_NR ISTS,4.2,4.5,4.3,4.4,4.3,4.3,4.4
WR,Chhattisgarh,127.3,131.0,132.5,137.1,133.3,122.8,120.9
,Gujarat,421.1,419.0,402.7,414.0,413.9,416.0,405.3
,MP,240.8,254.1,263.8,257.6,254.4,255.1,256.6
,Maharashtra,525.3,514.0,518.2,516.1,514.5,500.3,485.6
,Goa,13.8,12.6,12.5,13.1,13.0,12.7,10.7
,DNHDDPDCL,30.3,30.5,30.4,30.7,29.8,29.3,28.6
,AMNSIL,16.6,16.3,17.8,18.3,18.8,18.2,18.3
,BALCO,12.6,12.5,12.6,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,210.8,208.5,216.2,218.1,219.6,200.0,192.3
,Telangana,224.3,229.2,235.3,249.4,249.0,234.9,224.5
,Karnataka,227.0,227.9,232.9,235.3,241.6,222.4,189.8
,Kerala,76.6,76.4,78.0,81.7,80.8,76.7,69.0
,Tamil Nadu,357.4,372.5,378.6,375.9,368.7,347.6,316.7
,Pondy,10.1,10.0,10.6,10.9,10.6,10.4,9.9
ER,Bihar,139.1,143.6,138.8,128.6,124.3,140.6,144.0
,DVC,73.2,73.4,74.9,75.4,75.1,73.8,73.2
,Jharkhand,44.4,46.1,46.5,45.1,42.1,44.8,43.2
,Odisha,129.9,134.0,124.1,137.1,129.0,118.4,115.2
,West Bengal,223.2,232.9,239.7,242.7,211.5,223.3,222.2
,Sikkim,1.5,1.5,1.3,1.3,1.3,1.2,0.9
,Railways_ER ISTS,0.1,0.1,0.1,0.1,0.1,0.1,0.2
NER,Arunachal Pradesh,2.4,2.3,2.6,2.7,2.8,2.9,2.9
Assam,41.7,42.6,40.4,40.4,43.0,44.7,43.9,
Manipur,2.7,2.8,2.9,2.8,2.8,3.0,2.9,
Meghalaya,5.8,6.0,6.1,5.9,5.7,5.9,5.7,
Mizoram,1.7,1.8,2.0,2.0,1.9,2.2,1.8,
Nagaland,3.0,3.1,3.0,3.1,3.2,3.3,3.2,
Tripura,5.2,6.1,5.9,5.6,5.7,3.7,5.8,
