Region,States,07-10-2019,08-10-2019,09-10-2019,10-10-2019,11-10-2019,12-10-2019,13-10-2019
NR,Punjab,148.4,133.1,148.4,154.6,155.3,152.6,140.8
,Haryana,147.8,135.6,148.9,155.6,158.2,157.5,146.0
,Rajasthan,182.5,184.7,193.7,197.7,201.4,202.7,202.3
,Delhi,82.5,73.1,82.8,83.2,84.9,82.5,80.2
,UP,322.2,311.2,325.9,332.7,329.4,323.1,316.4
,Uttarakhand,36.3,32.2,35.4,35.4,34.9,35.8,33.4
,HP,26.7,22.4,25.9,27.2,27.8,27.6,25.6
,J&K,38.8,35.2,39.9,39.9,40.6,40.0,38.6
,Chandigarh,4.1,3.5,4.0,4.1,4.1,4.0,3.2
WR,Chhattisgarh,82.8,79.6,83.7,87.5,88.3,86.9,87.7
,Gujarat,299.3,281.6,307.2,327.4,329.8,333.3,320.9
,MP,172.0,167.8,173.2,178.6,180.5,178.8,178.2
,Maharashtra,408.9,371.3,401.5,418.3,414.9,420.2,413.6
,Goa,12.0,11.2,11.2,11.2,12.7,12.8,12.8
,DD,7.0,4.6,6.4,7.6,7.8,7.7,7.1
,DNH,16.7,14.6,16.6,17.7,17.7,17.7,17.6
,Essar steel,6.1,6.6,6.0,6.3,6.3,5.9,7.0
SR,Andhra Pradesh,158.5,154.8,158.4,159.6,159.1,160.6,162.2
,Telangana,176.0,164.0,166.7,168.6,165.9,160.2,163.9
,Karnataka,136.3,137.1,145.7,153.5,156.5,155.1,147.2
,Kerala,66.3,68.7,72.1,71.7,70.2,68.6,62.8
,Tamil Nadu,268.8,288.2,312.9,318.7,323.6,320.9,284.9
,Pondy,6.8,7.8,8.2,8.2,8.4,8.3,7.6
ER,Bihar,94.4,86.3,81.3,91.3,93.0,93.6,92.0
,DVC,56.1,51.2,53.1,59.9,61.9,62.2,59.2
,Jharkhand,23.2,20.5,20.9,23.2,23.8,22.2,24.3
,Odisha,79.7,77.2,76.7,78.3,90.7,86.2,87.6
,West Bengal,128.2,120.5,118.3,128.2,140.5,141.4,139.1
,Sikkim,0.5,0.3,0.4,0.6,0.6,0.7,0.5
NER,Arunachal Pradesh,2.3,2.0,2.0,2.2,2.6,2.4,2.2
Assam,25.1,22.0,23.5,26.1,29.1,27.6,28.0,
Manipur,2.5,2.3,2.4,2.5,2.3,2.2,2.6,
Meghalaya,5.1,5.1,5.2,5.6,5.6,5.7,5.7,
Mizoram,1.7,1.7,1.6,1.8,1.8,1.7,1.7,
Nagaland,2.3,2.1,2.1,2.2,2.2,1.9,2.1,
Tripura,3.8,4.5,4.2,3.8,4.1,4.4,4.3,
