Region,States,06-05-2019,07-05-2019,08-05-2019,09-05-2019,10-05-2019,11-05-2019,12-05-2019
NR,Punjab,150.1,156.9,169.9,168.9,152.1,152.0,162.4
,Haryana,156.6,165.3,169.2,170.7,162.2,162.0,158.8
,Rajasthan,223.1,230.6,239.3,242.0,241.7,227.1,205.0
,Delhi,106.7,110.7,114.5,117.1,117.5,110.5,99.6
,UP,380.9,395.5,408.6,419.6,432.3,424.5,414.8
,Uttarakhand,48.5,43.0,43.6,43.8,42.1,43.0,40.7
,HP,26.7,27.4,28.4,28.0,28.5,28.6,25.8
,J&K,46.4,45.0,45.8,47.2,46.4,43.4,46.5
,Chandigarh,4.9,4.9,5.1,5.4,5.3,4.7,4.7
WR,Chhattisgarh,96.3,95.4,95.2,97.0,95.4,95.0,94.1
,Gujarat,373.2,379.4,373.5,376.2,374.2,370.7,364.2
,MP,208.7,209.7,210.6,213.5,217.3,213.2,206.1
,Maharashtra,497.2,504.1,501.8,496.2,492.4,491.6,479.3
,Goa,10.7,10.7,10.7,10.7,10.7,10.7,11.2
,DD,7.0,7.3,6.0,7.2,7.3,7.3,7.1
,DNH,18.4,18.5,18.5,18.3,18.1,18.2,17.9
,Essar steel,5.7,5.0,4.7,4.9,4.7,4.9,4.8
SR,Andhra Pradesh,196.6,196.5,195.6,201.7,205.0,199.1,194.3
,Telangana,169.7,174.8,174.5,172.5,175.0,167.0,154.8
,Karnataka,236.2,226.9,220.8,228.3,236.2,232.3,214.9
,Kerala,84.4,86.1,84.0,83.1,83.6,84.6,78.8
,Tamil Nadu,349.6,343.7,330.9,332.9,342.2,352.7,326.3
,Pondy,8.9,8.7,8.4,8.1,8.7,8.9,8.5
ER,Bihar,88.1,92.8,98.6,100.3,105.7,106.1,105.7
,DVC,64.2,65.9,66.8,67.9,66.8,68.3,67.7
,Jharkhand,25.3,26.7,26.7,27.5,27.4,26.8,28.9
,Odisha,66.7,74.0,80.3,82.2,83.3,87.7,83.5
,West Bengal,164.0,183.5,194.5,194.6,198.5,191.8,176.8
,Sikkim,1.2,1.1,1.1,1.4,1.3,1.3,0.9
NER,Arunachal Pradesh,1.9,1.9,2.1,2.2,2.1,2.2,1.8
Assam,23.0,23.9,24.5,23.1,23.4,24.4,23.3,
Manipur,2.3,2.4,2.6,2.6,2.5,2.5,2.6,
Meghalaya,5.6,5.0,5.3,5.5,5.7,5.2,4.9,
Mizoram,1.7,1.8,1.6,1.6,1.8,1.6,1.7,
Nagaland,2.0,2.0,2.3,2.3,2.1,2.3,2.0,
Tripura,4.6,4.9,4.5,4.9,5.1,5.1,4.4,
