Region,States,29-08-2022,30-08-2022,31-08-2022,01-09-2022,02-09-2022,03-09-2022,04-09-2022
NR,Punjab,294.3,303.4,307.5,290.6,305.3,312.4,320.6
,Haryana,235.5,244.3,247.2,251.0,251.6,255.3,237.4
,Rajasthan,257.6,278.3,279.5,286.2,287.9,298.5,293.4
,Delhi,124.8,124.6,127.6,132.8,133.9,128.5,124.0
,UP,488.6,495.6,514.1,499.7,481.8,500.0,512.1
,Uttarakhand,46.1,48.6,49.0,48.4,46.5,46.5,42.9
,HP,31.4,34.1,33.7,33.7,34.0,32.8,29.4
,J&K,52.2,51.5,53.0,54.1,52.1,49.9,46.6
,Chandigarh,6.8,7.0,7.2,7.3,7.2,6.5,6.1
WR,Chhattisgarh,103.5,109.1,113.0,113.6,117.1,112.2,103.7
,Gujarat,357.8,376.9,372.5,373.2,387.5,401.1,384.1
,MP,210.7,220.1,229.7,223.5,221.7,229.8,219.5
,Maharashtra,527.9,527.9,488.5,463.3,489.8,507.0,470.7
,Goa,12.1,12.1,10.6,10.1,11.5,11.8,10.9
,DNHDDPDCL,27.7,27.6,25.7,25.5,27.4,27.8,27.2
,Essar steel,18.6,17.4,17.2,15.9,17.2,17.7,17.1
SR,Andhra Pradesh,191.9,195.5,196.1,199.9,198.6,206.4,206.4
,Telangana,209.3,195.0,206.3,215.3,226.5,236.1,220.4
,Karnataka,180.3,180.9,159.8,164.3,172.6,179.9,162.2
,Kerala,71.9,72.0,71.6,70.9,71.3,73.5,70.0
,Tamil Nadu,286.9,298.9,274.3,275.8,282.0,287.2,271.6
,Pondy,9.0,9.1,8.1,8.3,8.3,8.8,8.6
ER,Bihar,126.4,130.7,128.4,121.2,125.6,122.3,128.5
,DVC,73.6,76.4,71.7,72.6,73.3,74.0,72.7
,Jharkhand,32.3,32.9,32.0,32.3,31.4,30.3,32.6
,Odisha,125.7,126.0,127.3,137.1,143.4,134.8,131.2
,West Bengal,191.6,201.0,203.0,201.6,199.7,191.4,179.7
,Sikkim,1.6,1.7,1.5,1.4,1.6,1.4,1.2
NER,Arunachal Pradesh,2.2,2.5,2.4,2.6,2.6,2.2,2.2
Assam,39.8,40.9,39.1,38.2,39.6,38.7,37.2,
Manipur,2.7,2.8,2.8,2.7,2.8,2.7,2.7,
Meghalaya,6.3,6.0,6.2,5.9,6.0,5.9,5.6,
Mizoram,1.7,1.8,1.8,1.8,1.8,1.8,1.6,
Nagaland,2.7,2.8,2.7,2.9,2.9,2.7,2.6,
Tripura,5.9,6.0,6.5,5.9,5.5,5.4,4.4,
