Region,States,22-10-2018,23-10-2018,24-10-2018,25-10-2018,26-10-2018,27-10-2018,28-10-2018
NR,Punjab,132.3,128.7,122.4,129.9,133.2,137.1,127.7
,Haryana,132.1,135.0,134.7,132.0,129.4,126.0,114.0
,Rajasthan,210.9,216.2,219.3,219.9,222.4,219.4,218.1
,Delhi,72.8,72.7,73.8,73.5,73.2,68.9,64.4
,UP,290.9,296.0,293.0,291.3,293.6,285.3,277.9
,Uttarakhand,35.0,34.8,35.9,34.2,24.4,35.8,31.4
,HP,26.1,26.8,27.9,27.3,28.0,28.5,25.9
,J&K,38.7,37.6,39.0,38.8,40.4,39.3,37.5
,Chandigarh,3.3,3.3,3.3,3.2,3.2,3.1,2.9
WR,Chhattisgarh,97.5,96.7,93.3,92.2,90.6,88.9,88.1
,Gujarat,366.7,367.3,363.6,368.2,365.6,360.1,351.7
,MP,243.7,255.3,257.4,257.1,259.4,260.3,257.3
,Maharashtra,514.0,513.4,509.2,503.1,497.5,496.1,477.5
,Goa,9.3,9.3,9.3,9.3,10.6,10.5,9.2
,DD,7.4,7.2,7.3,7.5,7.6,7.5,6.9
,DNH,17.3,17.3,17.0,17.0,16.4,15.8,15.7
,Essar steel,10.7,10.2,7.4,11.3,7.9,7.0,4.9
SR,Andhra Pradesh,188.7,191.3,194.3,198.7,196.4,192.7,188.8
,Telangana,224.5,223.9,216.0,222.6,219.9,216.7,212.1
,Karnataka,185.0,199.9,204.0,206.0,205.2,204.0,194.8
,Kerala,66.8,69.6,69.9,70.8,71.4,71.8,65.2
,Tamil Nadu,280.7,292.3,300.4,302.6,307.7,309.7,286.0
,Pondy,6.7,6.9,7.0,7.0,7.2,7.1,6.6
ER,Bihar,81.3,84.8,79.7,77.5,76.1,74.0,78.3
,DVC,59.6,54.9,59.2,61.9,62.0,63.2,63.4
,Jharkhand,24.4,24.3,22.5,22.6,22.5,22.3,23.0
,Odisha,100.9,100.6,110.8,106.5,99.7,94.2,89.6
,West Bengal,156.4,148.5,144.1,135.8,132.7,129.8,121.8
,Sikkim,1.2,1.3,1.4,1.3,1.5,1.3,1.0
NER,Arunachal Pradesh,2.2,2.3,2.2,2.1,1.9,2.1,1.9
Assam,24.5,25.6,25.5,28.0,27.2,26.9,25.1,
Manipur,2.3,2.5,2.2,2.4,2.3,2.3,2.3,
Meghalaya,4.9,5.2,5.3,5.1,5.3,5.3,5.4,
Mizoram,1.9,1.4,1.6,1.6,1.8,1.8,1.8,
Nagaland,2.1,2.2,2.3,2.0,2.0,2.0,2.1,
Tripura,3.9,3.9,4.0,4.0,3.9,3.9,2.9,
