Region,States,22-07-2024,23-07-2024,24-07-2024,25-07-2024,26-07-2024,27-07-2024,28-07-2024
NR,Punjab,365.5,360.4,359.2,359.8,358.3,355.9,357.3
,Haryana,281.1,283.9,277.6,281.5,279.7,273.9,266.4
,Rajasthan,340.1,331.8,311.0,303.1,300.8,304.1,302.6
,Delhi,148.2,147.2,142.4,144.3,145.3,143.6,141.9
,UP,611.5,605.3,575.5,585.7,588.7,590.6,593.5
,Uttarakhand,50.5,52.0,52.8,53.7,53.4,50.2,50.0
,HP,37.9,37.6,40.0,39.3,39.6,39.4,35.4
,J&K,54.4,49.8,54.8,55.4,53.0,55.0,51.0
,Chandigarh,8.1,7.9,8.2,8.3,8.0,7.9,7.4
,Railways_NR ISTS,4.2,4.2,4.3,4.2,4.1,4.4,4.6
WR,Chhattisgarh,114.7,105.9,98.7,100.8,97.3,96.6,96.5
,Gujarat,412.1,409.2,374.9,379.4,389.3,398.3,383.9
,MP,259.2,242.7,235.4,242.1,240.3,235.0,232.9
,Maharashtra,481.8,485.8,484.7,467.9,465.8,470.2,457.6
,Goa,12.6,12.3,13.2,12.5,13.3,13.9,12.6
,DNHDDPDCL,29.5,29.5,30.0,29.7,30.1,30.0,28.8
,AMNSIL,17.3,16.5,16.2,16.2,16.4,16.4,16.6
,BALCO,12.6,12.6,12.6,12.6,12.6,12.6,12.6
SR,Andhra Pradesh,188.3,198.0,204.8,205.3,207.5,204.6,209.3
,Telangana,193.6,215.3,211.4,203.9,208.9,219.6,232.1
,Karnataka,189.6,192.6,191.4,169.8,170.9,178.4,178.1
,Kerala,76.3,78.8,79.6,74.9,79.5,81.8,71.5
,Tamil Nadu,356.5,373.7,379.7,376.6,377.0,375.8,348.4
,Pondy,10.1,10.5,10.9,10.3,10.5,10.8,10.1
ER,Bihar,161.0,159.0,159.0,164.6,168.6,161.5,168.8
,DVC,74.0,74.2,74.7,70.9,73.4,74.1,73.2
,Jharkhand,45.4,44.5,43.7,45.7,45.5,42.6,43.3
,Odisha,112.9,110.1,114.0,111.5,113.4,111.7,115.7
,West Bengal,225.0,228.5,231.7,237.6,233.9,227.5,219.4
,Sikkim,1.3,1.4,1.4,1.3,1.3,1.2,0.9
,Railways_ER ISTS,0.2,0.0,0.2,0.1,0.1,0.2,0.2
NER,Arunachal Pradesh,2.9,2.7,2.9,3.0,3.0,3.3,3.3
Assam,41.8,46.3,48.9,49.6,51.5,52.8,49.1,
Manipur,1.4,2.5,3.0,2.9,2.8,2.8,2.9,
Meghalaya,5.4,5.4,5.6,5.4,5.5,5.5,5.5,
Mizoram,1.9,2.0,2.0,2.0,2.0,2.1,2.0,
Nagaland,3.0,2.9,3.3,3.1,3.0,3.3,3.2,
Tripura,5.5,5.7,6.1,6.6,6.8,6.5,6.7,
