Region,States,05-08-2024,06-08-2024,07-08-2024,08-08-2024,09-08-2024,10-08-2024,11-08-2024
NR,Punjab,337.9,348.5,352.7,356.0,350.5,349.9,272.2
,Haryana,252.5,267.4,254.9,242.3,253.5,248.7,207.8
,Rajasthan,217.2,224.0,232.7,231.0,243.2,239.3,231.6
,Delhi,132.2,134.8,131.2,128.3,130.6,124.6,114.2
,UP,535.5,574.4,512.0,509.6,505.8,502.5,477.3
,Uttarakhand,49.5,51.8,47.6,49.5,49.7,50.7,44.6
,HP,35.1,36.1,36.3,36.2,36.3,35.7,30.0
,J&K,51.2,49.2,47.9,49.3,52.7,52.0,45.3
,Chandigarh,8.0,8.1,7.4,7.4,7.6,7.1,5.4
,Railways_NR ISTS,3.9,1.9,1.9,2.0,1.9,2.0,4.1
WR,Chhattisgarh,86.0,91.1,87.0,91.3,97.1,104.2,109.6
,Gujarat,378.4,382.3,381.3,121.1,400.8,393.9,393.9
,MP,208.8,228.8,231.0,223.7,227.5,230.5,221.7
,Maharashtra,485.5,499.9,506.3,501.6,511.5,500.6,483.1
,Goa,13.2,13.4,12.6,13.7,13.7,13.5,12.8
,DNHDDPDCL,28.9,29.8,29.9,30.2,30.0,29.8,28.6
,AMNSIL,17.9,18.3,18.1,17.2,18.4,18.6,18.2
,BALCO,12.6,12.5,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,234.7,220.9,197.5,200.8,210.1,213.1,218.0
,Telangana,282.4,267.7,247.4,241.5,262.1,267.0,262.7
,Karnataka,224.6,224.4,210.3,211.9,220.0,216.1,207.9
,Kerala,77.8,79.1,80.5,80.3,80.3,82.0,76.1
,Tamil Nadu,349.6,351.3,335.5,342.2,352.2,343.1,312.8
,Pondy,9.8,10.0,9.7,9.9,9.9,9.4,9.3
ER,Bihar,150.9,134.4,134.8,139.3,141.0,141.7,135.1
,DVC,66.9,68.3,70.9,70.9,70.5,70.6,69.3
,Jharkhand,40.9,40.1,40.5,41.8,41.4,41.3,40.2
,Odisha,113.2,109.6,112.1,116.9,113.4,117.1,116.9
,West Bengal,202.2,207.4,205.2,209.5,211.5,208.6,195.2
,Sikkim,1.4,1.4,1.3,1.3,1.4,1.2,0.8
,Railways_ER ISTS,0.1,0.1,0.2,0.1,0.1,0.2,0.2
NER,Arunachal Pradesh,1.7,2.9,2.8,2.7,2.6,2.3,2.4
Assam,43.6,41.9,45.0,43.1,44.3,44.8,42.2,
Manipur,2.7,2.7,2.5,2.6,2.8,2.9,2.8,
Meghalaya,5.6,5.7,5.8,5.8,5.7,5.8,5.9,
Mizoram,1.9,2.1,1.8,1.8,1.7,1.8,1.7,
Nagaland,3.1,3.0,2.8,3.0,3.0,3.2,3.1,
Tripura,6.0,5.6,6.2,5.6,5.8,5.7,5.7,
