Region,States,18-03-2019,19-03-2019,20-03-2019,21-03-2019,22-03-2019,23-03-2019,24-03-2019
NR,Punjab,124.5,130.5,124.2,115.1,114.6,119.6,117.9
,Haryana,123.4,127.0,121.7,98.4,109.1,114.1,113.6
,Rajasthan,220.5,218.3,211.7,187.8,199.1,208.2,211.1
,Delhi,61.6,61.7,60.1,46.1,54.4,57.9,58.2
,UP,289.0,297.0,295.8,274.1,268.5,267.7,279.9
,Uttarakhand,35.5,34.8,32.1,23.1,27.3,32.3,33.0
,HP,26.6,26.9,26.4,18.9,21.7,25.5,24.6
,J&K,46.2,46.3,45.2,45.4,40.9,45.7,46.4
,Chandigarh,3.0,3.1,3.1,2.5,3.0,2.9,2.7
WR,Chhattisgarh,81.1,93.1,87.0,69.9,79.3,87.3,91.3
,Gujarat,342.9,341.0,326.8,256.6,300.0,333.3,333.7
,MP,203.6,207.8,205.1,186.3,193.0,198.8,200.9
,Maharashtra,457.5,466.3,462.2,406.8,439.2,460.8,452.0
,Goa,9.8,10.5,10.9,9.3,9.9,11.7,12.4
,DD,7.3,7.5,7.4,4.1,5.4,7.3,7.2
,DNH,18.3,18.4,18.2,12.1,14.0,17.4,17.9
,Essar steel,11.2,10.5,10.6,10.6,11.5,12.5,9.1
SR,Andhra Pradesh,192.4,196.9,197.8,193.1,196.4,200.7,195.8
,Telangana,225.2,229.8,231.2,218.0,225.6,224.6,222.0
,Karnataka,247.7,252.8,250.4,247.6,248.4,249.4,240.6
,Kerala,80.3,83.3,83.3,81.4,82.2,82.6,77.5
,Tamil Nadu,338.2,348.0,349.7,339.8,347.6,349.2,328.1
,Pondy,7.9,8.3,8.4,7.5,8.2,8.7,8.0
ER,Bihar,76.7,78.3,76.4,72.9,74.6,75.5,77.1
,DVC,66.0,67.0,67.5,59.4,61.0,65.4,67.2
,Jharkhand,20.6,22.4,23.6,21.9,21.2,22.6,22.9
,Odisha,75.7,85.3,85.1,81.6,80.0,83.3,84.9
,West Bengal,129.3,144.4,148.9,136.7,136.4,140.5,137.4
,Sikkim,0.9,1.1,1.2,1.0,1.2,1.2,1.1
NER,Arunachal Pradesh,2.2,2.1,2.1,2.0,2.0,2.0,1.9
,Assam,23.7,23.1,23.4,22.3,21.2,21.7,23.2,
,Manipur,2.4,2.5,2.4,2.4,2.7,2.5,2.6,
,Meghalaya,6.1,6.0,5.9,5.8,5.7,6.1,5.9,
,Mizoram,1.8,1.9,1.8,1.8,1.8,1.8,1.7,
,Nagaland,2.1,2.2,2.2,2.1,2.0,2.0,2.1,
,Tripura,3.9,3.9,3.9,3.8,3.8,4.0,3.9,
