,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,DNH,DVC,Delhi,Essar steel,Goa,Gujarat,HP,Haryana,J&K,Jharkhand,Karnataka,Kerala,MP,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
90,2022-03-20,218.1,2.4,27.3,93.0,2.9,109.4,7.5,20.0,73.8,62.4,17.1,12.7,385.3,25.7,130.4,52.2,30.2,261.7,80.5,266.2,550.1,2.6,6.7,1.8,2.3,114.3,147.1,263.4,1.4,311.6,256.2,,333.5,36.2,135.6,4049.3
91,2018-07-30,185.7,2.2,31.3,78.9,5.8,87.3,7.1,15.7,68.2,108.6,10.8,9.4,309.7,23.7,172.4,37.9,23.4,190.2,64.9,168.5,432.1,2.3,5.6,1.6,2.3,87.1,223.4,206.7,1.5,324.4,218.9,,287.1,39.1,159.6,3601.2999999999997
92,2018-07-31,188.6,2.3,31.6,82.3,6.0,92.1,7.5,16.6,66.1,113.6,9.7,10.0,319.6,28.7,183.3,38.8,22.1,191.6,62.6,165.6,438.0,2.3,5.6,1.6,2.3,87.1,247.3,213.8,0.9,321.6,220.2,,300.5,39.9,159.5,3686.5
93,2018-08-01,184.9,2.3,32.5,82.0,6.1,87.8,7.4,16.9,68.3,112.6,8.8,11.3,323.7,28.3,186.0,35.8,21.8,190.2,64.0,169.9,435.7,2.4,5.3,1.6,2.3,91.7,252.8,217.6,1.1,320.2,209.5,,309.3,39.0,148.5,3685.000000000001
94,2018-08-02,178.6,2.2,28.5,85.0,6.3,86.5,7.5,16.7,68.0,118.1,10.0,11.6,333.5,28.3,197.3,41.3,20.8,189.0,65.6,176.3,440.6,1.9,5.6,1.4,2.2,94.4,262.4,227.9,1.3,320.2,201.3,,320.2,37.9,140.7,3736.6
95,2018-08-03,182.6,2.4,31.4,79.2,6.4,91.7,7.6,16.9,66.6,117.2,9.9,11.6,338.0,28.9,198.7,42.3,21.3,191.1,66.7,181.0,442.6,2.4,5.8,1.4,2.3,102.2,268.2,234.3,1.1,312.0,209.4,,315.4,37.9,147.0,3781.2
96,2018-08-04,185.4,2.4,32.9,82.3,5.9,92.9,7.5,17.5,69.1,115.5,10.2,11.6,342.9,28.4,201.8,43.0,22.6,187.1,65.7,186.3,440.6,2.4,5.9,1.4,2.2,107.9,273.6,237.5,1.3,299.7,212.0,,334.5,38.4,152.1,3828.2
97,2018-08-05,180.2,2.2,32.3,83.5,5.1,98.4,6.9,17.5,66.7,109.6,10.8,11.6,332.3,26.0,191.9,41.7,22.6,175.6,61.2,185.4,430.1,2.2,5.7,1.5,2.2,102.9,263.2,234.4,1.0,294.8,203.5,,328.5,32.0,148.1,3718.7
98,2021-01-11,169.2,2.4,24.0,83.5,4.2,84.6,7.2,19.6,64.2,74.6,16.5,10.6,350.8,32.8,120.8,54.5,24.7,179.4,69.7,269.9,458.8,2.8,6.9,1.6,2.5,84.6,120.6,241.7,2.2,251.9,216.0,,286.4,41.2,123.7,3511.2
99,2021-01-12,170.8,2.3,24.7,83.2,4.5,90.4,7.6,19.7,68.6,76.0,17.3,10.8,352.6,33.9,126.8,55.6,25.6,185.1,68.9,270.2,469.1,2.9,6.9,1.6,2.5,81.1,122.7,247.8,2.4,250.3,218.6,,294.5,41.9,125.9,3569.8
100,2021-01-13,167.3,2.4,24.5,87.8,4.5,90.2,7.7,19.6,68.6,76.6,18.3,11.3,344.5,34.1,128.9,54.6,25.3,193.1,68.0,273.9,472.0,2.9,7.1,1.6,2.4,75.4,121.4,246.6,2.4,242.4,220.7,,300.3,42.3,126.4,3572.2000000000003
101,2021-01-14,157.6,2.3,23.1,89.2,4.3,91.6,6.7,18.5,68.7,77.5,18.7,11.3,275.2,33.4,129.3,54.5,25.8,188.2,68.5,273.8,471.4,2.9,6.8,1.6,2.3,74.8,123.2,244.1,2.3,201.1,208.8,,302.2,41.9,123.1,3430.8999999999996
102,2021-01-15,158.0,2.3,21.9,86.9,4.3,92.0,7.3,18.1,68.2,77.2,18.7,10.4,303.1,32.7,128.8,56.0,25.2,202.6,71.2,274.0,464.8,2.9,6.8,1.6,2.3,73.7,124.3,251.2,1.4,188.5,213.5,,300.6,41.6,119.8,3457.6
103,2021-01-16,163.6,2.3,23.2,90.8,4.3,92.6,7.6,19.1,67.5,72.5,18.6,10.7,338.4,33.0,130.8,57.3,25.5,208.5,71.8,277.6,473.0,3.2,7.0,1.9,2.2,72.9,121.9,256.4,2.1,200.0,217.0,,295.1,41.3,127.9,3543.3000000000006
104,2021-01-17,168.0,2.3,23.7,88.4,3.9,91.7,8.3,19.0,68.7,74.0,18.5,9.9,345.6,33.5,119.2,56.7,25.1,199.0,66.5,283.0,462.5,2.7,6.8,1.5,2.2,73.9,118.6,254.0,1.5,203.9,216.2,,295.5,39.3,117.8,3507.4000000000005
105,2022-02-21,205.7,2.2,22.9,84.4,3.3,97.5,7.5,19.5,70.3,61.4,18.3,11.8,364.6,32.6,129.2,56.2,29.7,257.4,82.9,288.3,529.6,3.0,7.2,1.8,2.3,109.2,134.1,277.0,1.8,332.9,225.1,,306.0,39.3,109.5,3932.3
106,2022-02-22,207.3,2.3,25.7,84.2,1.6,99.1,7.8,19.9,70.5,63.2,19.4,12.1,374.0,33.9,127.4,58.6,29.2,265.1,83.7,292.8,539.8,3.3,7.2,1.7,2.4,115.3,126.2,269.9,1.6,345.4,229.5,,307.5,39.0,124.1,3998.6999999999994
107,2022-02-23,212.4,2.6,25.7,84.5,2.4,100.0,7.8,20.0,70.7,65.1,17.4,12.4,367.6,33.0,126.1,35.4,27.6,265.3,82.6,295.8,542.7,3.4,7.4,1.8,2.6,115.0,126.8,282.6,2.0,339.6,239.4,,303.6,38.5,125.4,3993.2
108,2022-02-24,212.6,2.6,25.9,81.8,3.3,102.5,7.9,20.0,70.9,64.4,17.0,12.4,369.6,33.3,129.6,47.5,25.0,266.5,82.6,295.4,550.1,3.5,7.4,1.8,2.6,111.4,139.2,281.3,2.2,340.6,248.4,,309.7,38.5,121.2,4036.7999999999993
109,2022-02-25,210.4,2.5,23.4,79.3,3.2,103.9,7.8,19.9,69.6,65.5,17.4,12.6,376.7,33.9,129.4,54.4,23.6,267.4,83.1,295.9,547.2,3.2,6.6,1.8,2.3,109.8,138.8,281.4,1.9,337.5,252.9,,312.4,39.5,115.7,4039.0
110,2022-02-26,210.5,2.5,22.7,79.6,3.3,104.1,7.9,20.0,71.0,61.8,17.1,12.2,376.2,35.0,110.7,50.7,28.1,265.0,82.8,292.1,548.1,3.1,6.8,1.8,2.3,108.7,117.5,275.0,1.9,339.4,249.3,,283.5,39.3,119.5,3957.400000000001
111,2022-02-27,206.2,2.1,24.0,80.6,3.0,102.4,7.5,19.7,70.6,59.0,17.0,11.4,361.8,30.9,106.3,58.0,28.2,253.1,77.2,285.9,537.3,2.9,6.8,1.7,1.9,108.7,123.4,273.2,1.6,314.2,243.7,,290.9,36.5,111.0,3866.0
112,2020-03-29,160.4,1.8,20.0,65.3,2.2,71.9,1.3,1.6,30.9,41.8,1.1,6.9,203.5,12.7,66.5,45.3,21.9,215.7,67.8,150.4,348.4,2.4,3.4,1.6,1.9,80.1,60.0,131.8,1.1,242.7,206.5,,220.4,16.8,125.7,2635.8
113,2020-03-30,162.7,2.0,20.5,69.4,2.2,67.8,1.4,1.7,30.5,43.1,0.8,6.7,212.0,12.5,68.1,41.9,22.8,218.2,69.3,155.6,345.2,2.5,3.4,1.6,2.1,76.1,62.7,141.4,1.2,244.1,203.2,,220.8,17.3,126.1,2661.1
114,2020-03-31,164.2,1.5,20.9,71.2,2.3,72.6,1.4,1.3,32.4,42.9,0.8,7.1,217.1,13.0,66.7,40.2,23.4,221.6,70.2,158.9,344.3,2.4,3.4,1.6,2.0,77.3,63.6,141.3,1.3,245.2,204.8,,234.8,17.8,128.0,2701.7000000000007
115,2020-04-01,163.7,1.5,20.9,77.4,2.2,73.4,1.4,1.7,30.3,44.9,0.7,7.2,221.5,12.6,66.8,43.5,23.0,220.7,70.3,162.7,353.3,2.4,3.4,1.6,2.0,73.2,63.5,145.1,1.1,243.9,200.5,,241.2,18.2,127.6,2727.6
116,2020-04-02,165.8,1.5,19.7,78.3,2.2,75.7,1.5,1.7,30.3,43.8,0.6,7.2,224.0,12.4,71.3,43.4,23.3,226.7,71.4,165.5,369.8,2.4,3.4,1.5,2.0,72.8,68.0,147.7,1.0,246.5,202.4,,246.2,18.3,131.6,2784.2
117,2020-04-03,165.2,1.4,19.5,76.1,2.2,75.4,1.5,1.8,29.3,43.5,0.6,7.2,229.7,13.3,70.3,43.2,24.0,226.2,71.4,165.4,376.0,2.3,3.6,1.5,2.1,70.7,72.1,149.0,1.3,250.2,194.0,,241.2,18.9,136.8,2791.2000000000003
118,2020-04-04,163.2,1.5,19.8,75.1,2.2,70.8,1.5,1.8,30.0,44.1,0.6,7.2,232.2,12.5,71.2,41.5,24.1,228.8,71.7,165.8,378.0,2.3,3.8,1.6,2.0,70.3,70.5,148.9,1.2,250.6,189.8,,241.3,18.5,138.9,2787.600000000001
119,2020-03-09,187.7,2.2,22.6,67.3,3.3,82.7,7.1,18.6,61.8,58.0,5.3,10.3,323.8,26.4,89.9,48.8,23.6,253.3,80.3,223.3,487.6,2.6,5.7,1.6,2.1,73.1,92.2,198.2,1.3,328.5,220.8,,230.7,31.1,100.0,3379.4999999999995
120,2020-03-10,189.2,2.1,20.7,66.1,2.8,69.6,3.9,12.5,51.5,45.6,5.8,8.8,253.8,19.7,69.1,47.9,23.9,248.6,81.1,195.8,430.1,2.5,5.4,1.6,2.0,72.4,69.5,173.4,1.1,326.4,222.6,,223.1,24.3,101.1,3081.1
121,2020-03-11,192.3,2.0,21.4,65.6,3.3,72.7,5.4,14.1,54.3,53.3,5.4,10.1,286.4,23.4,77.1,46.2,22.8,255.2,82.6,194.5,465.5,2.6,5.5,1.7,2.4,74.9,78.1,170.6,1.4,333.6,234.2,,205.3,26.8,114.5,3213.1000000000004
122,2020-03-12,197.4,2.0,23.3,69.3,3.3,81.3,7.1,17.9,56.9,58.8,5.0,10.4,323.3,24.3,92.6,41.4,22.2,257.9,82.9,202.6,482.4,2.6,5.4,1.7,2.1,75.8,91.1,193.0,1.4,340.6,235.4,,214.0,30.0,123.8,3387.6000000000004
123,2020-03-13,200.0,2.1,23.6,66.9,3.3,77.5,7.4,18.6,59.2,61.1,4.8,10.3,331.2,23.8,100.7,44.4,23.3,259.2,82.5,203.6,482.7,2.7,5.4,1.7,2.2,76.4,92.5,206.4,1.4,341.5,233.4,,207.0,33.2,132.2,3430.5
124,2020-03-14,198.5,2.2,22.8,52.5,3.4,77.6,7.4,18.6,58.3,58.3,5.1,9.9,333.1,25.5,103.4,48.8,18.1,253.5,81.6,199.1,476.3,2.7,5.3,1.7,2.2,78.1,96.0,209.3,1.4,339.2,235.9,,213.3,32.8,129.0,3409.1000000000004
125,2020-03-15,196.1,2.2,22.3,66.8,3.0,80.5,6.8,18.4,62.2,54.9,5.3,9.6,321.0,22.7,95.8,46.2,21.0,239.0,75.6,200.1,466.7,2.4,5.8,1.7,2.1,75.4,89.2,205.8,1.2,311.7,234.4,,214.4,31.3,113.1,3312.3000000000006
126,2021-03-08,210.3,2.3,24.3,88.9,3.3,106.9,7.5,20.0,66.9,65.4,18.6,11.5,383.6,29.2,131.1,50.2,26.9,259.8,84.3,250.6,530.9,2.5,5.3,1.3,2.3,101.8,117.3,257.7,1.2,333.1,267.0,,310.6,36.3,156.3,3973.000000000001
127,2021-03-09,213.0,2.4,24.4,92.0,3.3,108.4,7.8,20.3,66.1,68.1,18.7,12.0,388.2,31.2,135.5,51.3,27.5,265.0,84.8,251.6,537.6,2.4,5.4,1.4,2.3,94.2,131.5,259.1,1.3,343.3,270.3,,327.1,38.3,163.5,4057.6
128,2021-03-10,212.2,2.2,24.2,94.0,3.4,106.8,8.0,20.6,63.8,67.9,18.5,12.2,378.6,31.6,138.5,52.4,27.5,265.8,83.0,252.7,538.3,2.5,6.2,1.6,2.2,100.5,137.2,256.2,1.2,342.7,271.6,,331.9,38.0,158.0,4060.4
129,2021-03-11,211.4,2.3,23.9,95.1,3.1,106.1,6.8,20.4,66.2,69.2,18.5,11.7,382.4,30.2,142.0,50.9,26.9,265.8,76.8,242.5,534.2,2.7,6.0,1.6,2.2,100.5,141.2,255.5,1.0,337.7,273.3,,338.8,37.8,154.6,4047.600000000001
130,2021-03-12,206.7,2.1,26.1,97.4,3.3,107.3,7.4,19.0,66.8,69.0,18.2,11.6,387.6,31.3,124.4,47.0,26.5,262.2,80.2,205.0,529.5,2.5,6.1,1.6,1.9,91.5,121.8,242.0,1.2,336.0,269.6,,301.6,38.1,162.3,3913.1
131,2021-03-13,198.7,2.2,24.7,84.0,3.2,90.6,7.7,20.3,65.9,63.9,17.7,12.0,385.6,31.0,127.1,51.4,22.5,260.4,80.9,194.6,523.2,2.8,6.2,1.7,2.1,84.9,124.9,238.1,1.2,335.8,266.2,,301.7,38.2,142.8,3822.4
132,2021-03-14,209.3,2.2,24.3,86.6,2.9,102.9,7.3,20.1,66.9,63.0,17.0,10.6,372.8,28.1,123.5,49.7,25.3,247.4,76.1,224.6,511.7,2.7,6.1,1.6,2.1,87.0,135.3,239.2,0.9,311.2,263.8,,309.1,35.3,134.4,3808.6
133,2022-06-20,190.3,2.3,28.3,109.6,5.0,86.4,,,73.7,105.0,20.2,12.1,410.5,32.2,181.9,52.6,28.6,195.2,76.0,192.4,517.7,2.6,5.2,1.6,2.4,126.7,257.8,224.2,1.5,314.4,168.0,,442.0,43.4,162.8,4109.9
134,2022-06-21,188.1,2.4,32.0,111.6,4.8,90.4,,,73.2,107.7,17.5,12.1,414.8,32.6,185.7,49.9,30.0,191.1,75.1,200.6,516.5,2.5,5.6,1.9,2.6,133.7,215.7,222.0,1.5,317.3,160.3,,453.2,45.3,174.2,4109.400000000001
135,2022-06-22,186.7,2.4,34.6,120.0,5.3,93.3,,,75.3,112.3,11.6,11.9,409.4,31.1,184.9,43.5,30.7,192.4,74.8,211.1,516.9,2.5,5.3,1.9,2.7,131.7,234.9,226.9,1.5,325.3,163.5,,474.3,47.1,180.7,4184.6
136,2022-06-23,189.7,2.5,35.4,125.7,5.8,95.7,,,77.0,115.5,15.9,12.2,404.8,35.0,206.0,50.3,31.1,197.2,75.0,212.8,509.2,2.4,5.2,1.7,2.8,132.4,270.2,251.3,1.6,337.1,174.6,,490.9,48.8,181.2,4335.3
137,2022-06-24,193.9,2.6,36.8,127.4,6.0,97.6,,,77.6,116.3,19.4,11.8,406.1,35.6,217.0,51.7,31.8,193.3,74.2,215.6,501.5,2.6,5.6,1.7,2.7,125.3,283.3,267.5,1.5,342.6,177.2,,496.6,50.0,178.7,4389.8
138,2022-06-25,189.4,2.5,36.2,125.4,6.2,90.0,,,77.9,116.8,18.2,11.9,412.2,36.4,225.1,53.6,32.4,187.8,71.0,218.0,488.0,2.5,5.7,1.7,2.7,121.6,292.6,281.5,1.3,342.1,170.5,,508.0,51.2,172.2,4389.799999999999
139,2022-06-26,189.1,2.5,35.0,126.9,6.6,98.0,,,76.5,127.7,18.7,10.9,395.3,33.2,225.8,53.6,33.4,178.3,67.4,221.0,474.0,2.4,5.7,1.5,2.6,124.1,310.2,297.5,1.1,323.1,159.8,,511.5,48.7,164.6,4362.8
140,2017-08-07,162.6,2.1,29.7,82.2,5.3,83.7,5.4,15.7,60.5,103.5,7.1,8.9,230.0,23.2,158.6,37.9,24.1,191.9,64.1,148.0,424.7,2.2,5.0,1.1,2.0,77.7,227.7,186.4,1.0,293.6,191.8,,352.6,32.2,153.3,3403.0
141,2017-08-08,161.0,2.1,30.8,80.8,5.6,84.6,6.6,16.5,61.9,109.8,5.2,8.9,262.8,24.8,165.6,36.0,24.0,198.8,64.8,148.0,437.5,2.1,6.3,1.3,2.3,76.4,228.1,185.0,1.1,295.8,181.7,,353.1,36.7,156.6,3469.9999999999995
142,2017-08-09,155.3,2.1,29.4,81.3,5.7,86.1,7.1,17.1,62.3,110.7,5.1,9.0,279.6,25.3,171.3,36.8,22.2,194.8,66.5,148.1,439.9,2.1,5.2,1.3,2.2,80.1,227.6,186.2,1.4,287.1,167.0,,360.5,38.5,156.5,3478.5
143,2017-08-10,158.6,2.0,28.0,73.3,6.0,86.3,7.4,17.1,62.5,112.7,5.4,9.0,283.6,27.1,174.3,37.4,23.6,184.1,66.5,155.0,438.6,2.1,4.4,1.3,2.2,81.5,231.4,189.4,1.2,276.6,169.0,,348.7,37.2,146.6,3457.399999999999
144,2017-08-11,153.8,2.0,25.5,75.2,6.1,88.4,7.4,17.1,63.0,114.2,1.3,9.0,281.7,27.5,184.2,38.4,23.8,184.1,64.7,161.6,439.3,2.0,4.4,1.4,2.2,84.3,238.2,192.5,1.2,297.2,178.4,,347.9,36.0,146.6,3507.8
145,2017-08-12,147.8,2.0,26.2,71.4,5.7,88.2,7.4,17.2,62.6,108.2,1.3,8.4,266.7,27.8,184.4,38.6,22.9,171.6,64.0,160.9,439.2,2.4,4.7,1.3,2.2,81.5,241.1,193.4,1.3,286.0,176.2,,349.7,37.9,135.3,3442.4999999999995
146,2017-08-13,145.6,2.1,25.8,66.2,5.3,90.5,7.0,16.9,63.4,103.4,1.4,8.4,257.0,26.2,181.4,36.7,21.7,164.1,59.6,162.4,433.4,2.3,4.5,1.3,2.0,78.4,238.1,196.4,0.9,251.1,165.3,,350.6,37.1,129.7,3342.0
147,2018-03-19,164.5,2.2,20.9,74.5,3.1,85.0,7.3,16.9,67.8,67.6,13.5,10.3,322.0,24.9,128.2,43.9,24.2,193.1,70.8,177.4,455.1,2.2,5.0,1.4,2.6,80.4,126.1,187.4,1.2,314.0,210.4,,300.1,34.6,143.4,3389.2000000000003
148,2018-03-20,172.5,2.2,23.7,76.2,3.2,85.9,7.5,17.9,65.3,69.7,13.5,11.0,326.2,26.5,130.4,44.0,22.9,200.5,74.9,177.6,463.4,2.4,5.8,1.5,2.1,83.9,122.5,182.9,1.4,314.6,218.7,,306.0,35.2,146.3,3445.8
149,2018-03-21,178.1,2.1,22.6,79.6,3.3,84.3,7.6,17.8,67.1,70.3,13.6,11.0,322.4,26.1,117.7,41.9,24.8,214.4,76.7,176.2,462.1,2.3,5.5,1.5,2.1,90.5,102.6,181.5,1.5,325.0,222.2,,299.2,33.8,150.3,3445.1
150,2018-03-22,181.3,2.0,23.0,81.5,3.1,86.3,7.5,18.0,67.4,69.8,13.3,11.0,326.1,26.1,119.0,42.6,24.3,219.8,76.5,177.3,460.1,2.3,5.4,1.5,2.1,86.8,103.5,185.6,1.4,330.7,223.3,,297.4,36.3,155.9,3475.8
151,2018-03-23,184.2,2.2,21.1,82.1,3.2,86.4,7.5,17.2,68.6,76.1,12.7,11.0,328.2,25.5,124.0,42.8,25.3,229.7,75.9,177.3,455.9,2.2,5.0,1.5,2.0,82.5,116.5,184.9,1.2,333.1,228.1,,303.2,36.0,158.4,3519.1
152,2018-03-24,184.9,2.2,22.2,82.3,3.1,87.6,7.5,17.8,69.6,66.7,12.9,9.6,327.3,26.5,124.8,43.4,24.8,228.0,75.7,177.3,458.3,2.3,5.1,1.5,2.0,84.9,116.9,183.5,1.3,334.9,226.2,,300.0,35.8,161.6,3516.2000000000003
153,2018-03-25,182.6,2.3,21.7,81.2,2.8,84.9,6.9,17.4,65.5,62.9,11.2,9.2,315.7,24.3,118.5,43.8,20.6,218.8,71.4,173.4,451.0,2.2,5.1,1.4,2.0,84.5,114.4,175.6,1.1,308.7,219.6,,292.3,33.1,154.0,3387.2
154,2022-03-21,224.8,2.5,32.0,115.2,3.9,112.4,7.9,20.2,75.6,83.8,16.3,14.7,401.5,29.5,137.3,55.1,32.4,262.0,84.5,260.7,600.5,2.7,6.5,1.7,2.4,111.8,151.7,262.5,1.6,343.9,261.7,,386.3,35.9,165.2,4315.7
155,2022-03-22,217.6,2.5,32.5,117.2,3.9,114.5,7.8,20.4,75.1,83.8,16.2,13.1,400.5,30.2,140.3,51.6,31.9,255.3,87.7,258.4,605.0,2.6,6.6,1.7,2.5,114.2,147.6,265.6,1.7,355.3,265.5,,383.6,36.6,175.5,4333.3
156,2022-03-23,220.7,2.4,33.2,113.2,3.9,115.0,8.0,20.4,75.4,83.6,17.0,13.7,402.9,32.0,142.0,51.2,32.1,261.6,88.1,261.1,601.0,2.6,6.6,1.7,2.4,113.6,153.9,254.3,1.7,357.6,265.7,,377.1,35.6,178.4,4339.000000000001
157,2022-03-24,226.9,2.3,29.4,113.2,4.0,116.8,7.6,20.3,76.5,83.9,15.7,13.2,399.1,32.3,136.5,50.3,30.3,254.4,85.0,258.8,606.2,2.3,6.2,1.8,2.3,114.5,149.6,245.1,1.7,357.5,262.0,,393.1,38.4,178.4,4324.7
158,2022-03-25,223.1,2.4,25.9,114.5,3.9,116.6,7.9,18.6,76.3,85.0,16.1,14.1,409.6,32.4,132.4,53.5,28.6,255.7,84.7,259.1,601.7,2.2,5.9,1.5,2.6,115.4,158.3,231.5,1.7,358.6,254.9,,389.8,38.5,176.4,4308.5
159,2022-03-26,227.8,2.2,24.9,106.5,3.8,114.9,7.9,18.1,77.5,84.9,17.0,13.4,416.0,30.6,139.7,52.0,29.6,257.3,86.3,255.1,601.6,2.3,5.5,1.8,2.3,113.1,126.0,250.8,1.6,362.8,248.4,,359.8,37.2,177.4,4265.3
160,2022-03-27,230.7,2.2,26.6,110.7,3.5,117.2,7.5,18.0,75.6,77.4,17.0,11.4,392.1,28.0,130.7,46.1,31.7,245.2,80.1,253.0,583.0,2.1,6.1,1.5,2.2,112.9,151.5,249.6,1.3,341.2,243.4,,366.8,38.2,174.0,4186.9
161,2016-12-12,121.9,1.9,22.0,54.7,3.3,65.7,6.0,15.6,58.5,55.7,8.0,7.9,269.8,23.8,112.3,36.3,20.1,186.0,59.7,221.6,414.2,2.1,4.5,1.5,1.7,70.3,102.8,193.2,1.6,222.6,141.7,,260.2,32.3,98.4,2903.3
162,2016-12-13,116.6,1.9,21.7,54.8,3.3,65.7,6.3,15.5,56.7,57.8,8.2,8.4,270.2,24.7,117.8,35.5,20.2,155.0,59.9,220.3,413.6,2.1,4.7,1.5,1.7,67.1,104.0,200.1,1.7,200.2,143.4,,266.4,32.8,99.6,2864.9000000000005
163,2016-12-14,127.1,1.8,21.8,58.4,3.4,65.7,6.3,15.5,60.2,58.0,8.2,8.7,266.5,25.8,119.3,35.9,23.6,161.7,59.9,220.5,408.3,2.2,4.7,1.5,1.8,62.3,107.3,201.9,1.5,224.8,143.2,,264.7,32.8,98.4,2909.6
164,2016-12-15,133.5,1.8,21.9,61.2,3.5,67.7,6.3,15.7,58.2,57.6,10.5,8.9,274.0,25.7,118.7,35.8,22.9,167.9,61.0,221.2,418.6,2.2,4.6,1.5,1.8,62.5,107.6,204.1,1.5,239.0,144.1,,270.0,33.6,94.1,2965.1
165,2016-12-16,133.6,2.0,21.7,60.9,3.5,67.2,6.4,15.7,56.7,59.3,10.5,9.0,276.5,24.6,123.1,35.7,21.7,173.5,63.1,222.4,408.5,2.2,4.7,1.6,1.9,65.6,108.1,207.3,1.7,249.9,147.5,,273.1,31.1,94.6,2990.8999999999996
166,2016-12-17,135.4,2.0,21.8,58.7,3.4,65.8,6.4,14.4,57.6,57.1,9.4,9.1,275.4,24.2,122.2,36.8,23.3,176.4,63.6,220.5,412.5,2.2,4.5,1.6,2.1,66.7,106.9,201.8,1.7,254.4,145.8,,270.6,31.9,94.5,2986.7
167,2016-12-18,134.6,2.0,21.4,57.7,3.0,65.5,5.9,15.5,53.2,55.5,10.4,8.0,265.9,23.9,113.0,37.0,21.7,167.5,58.9,221.0,397.4,2.2,4.7,1.3,1.8,68.3,100.7,200.8,1.8,245.6,142.4,,267.3,30.7,88.0,2900.0
168,2023-09-25,208.8,2.9,39.4,112.6,5.6,98.6,,,75.2,118.1,,13.1,379.9,33.8,194.3,43.1,32.7,235.8,80.1,249.4,480.5,2.8,5.8,1.8,2.9,121.5,202.0,281.6,1.3,331.6,220.5,5.6,468.8,44.5,181.9,4351.7
169,2023-09-26,214.0,3.1,42.4,126.4,5.8,100.5,,,76.7,122.4,,13.8,388.4,34.3,210.9,47.9,34.1,233.1,81.9,256.4,481.4,2.8,5.8,1.8,3.0,122.7,233.2,287.6,1.4,341.9,230.9,6.5,490.4,47.1,196.6,4518.0
170,2023-09-27,213.8,3.1,45.5,137.1,5.7,102.5,,,77.9,120.5,,13.1,389.0,35.3,213.5,45.6,33.2,237.0,81.1,261.8,486.6,2.9,5.8,1.8,3.2,124.0,239.1,289.8,1.4,345.8,239.0,5.9,495.5,47.4,210.5,4586.5
171,2023-09-28,218.5,3.0,47.2,142.5,5.4,104.3,,,74.3,112.9,,13.8,373.4,35.2,210.0,46.5,32.7,236.7,77.8,263.8,470.4,2.8,5.7,1.8,3.0,124.1,244.2,288.5,1.4,348.2,239.5,5.0,499.9,47.4,218.4,4572.899999999999
172,2023-09-29,210.5,3.0,48.5,147.3,5.7,106.2,,,74.7,114.7,,13.5,382.2,34.7,209.6,46.4,34.4,221.0,75.9,260.2,478.8,2.5,5.6,1.8,2.9,126.3,256.4,289.7,1.4,344.6,235.2,6.1,505.1,47.0,208.6,4572.700000000001
173,2023-09-30,208.7,3.1,45.6,114.4,5.4,102.5,,,73.3,111.6,,13.0,403.3,34.3,208.9,48.4,30.0,225.5,74.2,258.6,482.8,2.7,5.7,1.8,3.0,119.9,263.2,291.4,1.3,344.0,230.0,6.0,493.2,47.7,179.6,4507.0
174,2023-10-01,204.4,3.0,41.0,117.2,4.9,101.5,,,66.7,102.9,,11.8,399.3,30.6,186.2,48.0,28.4,203.0,67.6,255.3,470.9,2.6,6.0,1.6,2.9,119.5,239.0,287.2,1.0,317.4,239.7,5.3,468.0,44.2,168.5,4317.0
175,2021-05-03,201.3,2.2,25.8,100.5,5.1,90.6,6.1,15.9,57.5,81.9,15.9,11.2,367.0,27.5,144.4,51.6,24.2,211.6,77.9,209.3,490.6,2.5,4.8,1.4,2.1,103.8,151.9,221.2,0.9,343.1,163.9,,352.4,36.1,131.2,3742.1
176,2021-05-04,202.9,2.0,25.0,88.7,4.7,88.0,6.5,16.1,58.8,83.9,15.2,11.3,368.0,27.1,149.8,47.2,23.3,213.7,75.7,220.4,516.7,2.3,5.2,1.4,2.1,88.2,148.0,226.1,0.9,353.6,165.6,,369.3,36.3,123.6,3776.4
177,2021-05-05,200.7,2.3,25.0,86.7,4.1,89.5,6.7,16.0,58.3,84.6,15.4,11.4,370.5,27.2,149.0,47.5,23.5,208.6,75.7,227.6,522.7,2.4,5.8,1.6,2.1,89.2,146.9,227.7,1.1,352.5,162.8,,365.3,35.7,128.6,3784.1
178,2021-05-06,200.4,2.2,24.7,94.5,3.7,87.1,6.6,16.4,56.8,80.5,15.5,11.7,376.5,26.9,134.4,48.9,21.9,208.9,78.6,223.6,520.8,2.5,5.5,1.6,2.2,93.3,146.2,220.9,0.8,353.5,162.0,,357.3,33.7,131.1,3760.6
179,2021-05-07,201.8,2.2,24.8,92.5,3.6,83.5,6.6,16.1,61.1,72.8,18.3,11.4,378.8,26.9,125.3,49.4,23.7,207.7,75.8,219.5,512.9,2.5,5.4,1.5,2.2,89.2,140.1,220.4,1.0,347.1,166.3,,331.5,34.7,136.9,3702.999999999999
180,2021-05-08,201.6,2.3,25.2,95.8,3.6,81.0,6.4,15.9,62.1,74.3,18.3,11.3,380.4,27.4,139.5,49.2,24.7,203.1,72.3,221.6,510.7,2.6,5.5,1.6,2.2,89.5,147.1,228.2,1.0,339.3,166.3,,366.3,34.8,148.9,3769.2
